session_id,user_id,user_type,device_type,region,num_events,session_start_time,session_end_time,session_length_sec,viewed_3d_flag,viewed_specs_flag,viewed_pricing_flag,application_intent_flag,dropoff_stage
S01822,U0058,returning,mobile,West,5,2026-03-11 07:00:27,2026-03-11 07:02:06,98,0,0,0,0,product_detail
S01823,U0059,new,mobile,East,4,2026-03-14 23:47:24,2026-03-14 23:48:56,91,0,0,0,0,browse
S01824,U0605,new,mobile,East,6,2026-03-19 23:08:01,2026-03-19 23:10:08,126,0,0,1,0,pricing
S01825,U0155,new,mobile,West,3,2026-03-12 10:12:37,2026-03-12 10:13:40,63,0,0,0,0,entry
S01826,U0100,returning,mobile,South,6,2026-03-15 18:59:52,2026-03-15 19:01:43,111,0,1,0,0,product_detail
S01827,U0784,returning,mobile,East,4,2026-03-03 00:29:11,2026-03-03 00:30:54,103,0,0,0,0,browse
S01828,U0454,new,mobile,East,7,2026-03-14 10:03:34,2026-03-14 10:06:06,152,1,0,1,0,pricing
S01829,U0607,new,desktop,East,7,2026-03-10 02:32:20,2026-03-10 02:35:00,160,1,1,0,0,product_detail
S01830,U0155,new,mobile,West,3,2026-03-05 18:00:45,2026-03-05 18:01:14,29,0,0,0,0,entry
S01831,U0291,returning,mobile,North,5,2026-03-01 07:28:35,2026-03-01 07:30:42,126,0,0,0,0,product_detail
S01832,U0228,new,mobile,South,6,2026-03-10 13:54:00,2026-03-10 13:56:38,157,0,1,0,0,product_detail
S01833,U0596,returning,desktop,West,4,2026-03-02 17:29:49,2026-03-02 17:30:36,46,0,0,0,0,browse
S01834,U0609,returning,mobile,West,7,2026-03-14 17:29:27,2026-03-14 17:31:50,142,0,1,1,0,pricing
S01835,U0386,returning,mobile,South,3,2026-03-16 09:54:09,2026-03-16 09:54:43,34,0,0,0,0,entry
S01836,U0529,new,desktop,South,4,2026-03-10 08:28:22,2026-03-10 08:29:31,68,0,0,0,0,browse
S01837,U0123,returning,desktop,North,5,2026-03-01 20:06:07,2026-03-01 20:08:08,120,0,0,0,0,product_detail
S01838,U0795,returning,desktop,West,8,2026-03-07 08:14:10,2026-03-07 08:17:40,210,1,0,1,1,application
S01839,U0168,new,mobile,East,7,2026-03-01 07:11:13,2026-03-01 07:13:56,163,1,0,1,0,pricing
S01840,U0143,returning,mobile,North,3,2026-03-13 14:04:10,2026-03-13 14:04:57,47,0,0,0,0,entry
S01841,U0152,new,mobile,East,3,2026-03-11 08:40:14,2026-03-11 08:40:57,43,0,0,0,0,entry
S01842,U0023,returning,mobile,East,6,2026-03-13 22:36:44,2026-03-13 22:38:55,131,1,0,0,0,product_detail
S01843,U0086,new,mobile,East,7,2026-03-16 10:36:06,2026-03-16 10:38:32,146,0,1,1,0,pricing
S01844,U0028,new,mobile,East,3,2026-03-01 03:44:24,2026-03-01 03:45:13,49,0,0,0,0,entry
S01845,U0599,new,mobile,West,3,2026-03-03 08:25:52,2026-03-03 08:26:30,37,0,0,0,0,entry
S01846,U0736,new,mobile,East,5,2026-03-11 02:49:41,2026-03-11 02:51:33,111,0,0,0,0,product_detail
S01847,U0724,returning,mobile,East,7,2026-03-10 02:15:00,2026-03-10 02:17:09,128,1,0,0,1,application
S01848,U0272,returning,mobile,South,5,2026-03-11 22:31:44,2026-03-11 22:33:12,88,0,0,0,0,product_detail
S01849,U0775,returning,mobile,East,4,2026-03-19 04:51:27,2026-03-19 04:52:18,50,0,0,0,0,browse
S01850,U0131,new,mobile,West,4,2026-03-11 16:44:38,2026-03-11 16:46:15,96,0,0,0,0,browse
S01851,U0174,new,mobile,East,8,2026-03-05 00:46:31,2026-03-05 00:48:19,108,1,1,1,0,pricing
S01852,U0223,new,mobile,South,4,2026-03-01 17:16:55,2026-03-01 17:18:29,93,0,0,0,0,browse
S01853,U0265,returning,mobile,North,6,2026-03-17 07:56:13,2026-03-17 07:56:59,45,1,0,0,0,product_detail
S01854,U0142,new,mobile,North,7,2026-03-20 03:44:47,2026-03-20 03:46:29,102,1,0,0,1,application
S01855,U0544,new,desktop,East,3,2026-03-13 14:57:54,2026-03-13 14:58:50,56,0,0,0,0,entry
S01856,U0422,new,desktop,West,7,2026-03-19 08:55:58,2026-03-19 08:58:53,175,1,1,0,0,product_detail
S01857,U0189,returning,mobile,East,3,2026-03-20 19:50:52,2026-03-20 19:51:38,45,0,0,0,0,entry
S01858,U0066,new,desktop,East,7,2026-03-10 04:27:17,2026-03-10 04:29:12,115,1,1,0,0,product_detail
S01859,U0012,new,mobile,North,6,2026-03-17 22:47:38,2026-03-17 22:49:17,98,0,0,1,0,pricing
S01860,U0099,new,desktop,North,4,2026-03-07 18:48:05,2026-03-07 18:49:23,77,0,0,0,0,browse
S01861,U0159,new,mobile,East,3,2026-03-17 15:43:54,2026-03-17 15:45:04,70,0,0,0,0,entry
S01862,U0751,returning,desktop,East,7,2026-03-17 00:36:39,2026-03-17 00:38:56,137,1,1,0,0,product_detail
S01863,U0615,new,mobile,North,3,2026-03-02 02:39:13,2026-03-02 02:40:09,55,0,0,0,0,entry
S01864,U0674,new,mobile,West,4,2026-03-15 17:27:54,2026-03-15 17:29:41,107,0,0,0,0,browse
S01865,U0380,returning,desktop,East,7,2026-03-09 10:55:09,2026-03-09 10:57:56,167,1,1,0,0,product_detail
S01866,U0456,new,mobile,South,5,2026-03-18 06:44:10,2026-03-18 06:46:16,126,0,0,0,0,product_detail
S01867,U0171,returning,mobile,East,5,2026-03-04 02:29:04,2026-03-04 02:30:50,105,0,0,0,0,product_detail
S01868,U0657,new,desktop,East,3,2026-03-05 01:53:52,2026-03-05 01:54:35,43,0,0,0,0,entry
S01869,U0203,new,mobile,West,5,2026-03-17 02:01:01,2026-03-17 02:02:34,92,0,0,0,0,product_detail
S01870,U0501,new,mobile,West,3,2026-03-19 06:48:05,2026-03-19 06:48:24,19,0,0,0,0,entry
S01871,U0326,new,desktop,East,7,2026-03-18 08:57:48,2026-03-18 08:59:38,110,0,0,1,1,application
S01872,U0455,new,desktop,South,6,2026-03-17 03:56:02,2026-03-17 03:58:21,139,0,1,0,0,product_detail
S01873,U0085,returning,desktop,North,4,2026-03-03 04:41:10,2026-03-03 04:42:33,83,0,0,0,0,browse
S01874,U0267,new,desktop,East,9,2026-03-02 13:40:16,2026-03-02 13:45:02,286,1,1,1,1,application
S01875,U0417,returning,desktop,East,7,2026-03-06 10:13:40,2026-03-06 10:15:02,81,1,0,1,0,pricing
S01876,U0799,returning,mobile,North,8,2026-03-18 23:25:11,2026-03-18 23:28:02,170,1,1,0,1,application
S01877,U0576,returning,mobile,North,3,2026-03-15 00:04:42,2026-03-15 00:05:09,27,0,0,0,0,entry
S01878,U0260,new,desktop,East,3,2026-03-15 07:44:05,2026-03-15 07:44:59,53,0,0,0,0,entry
S01879,U0107,new,mobile,North,6,2026-03-11 06:49:20,2026-03-11 06:51:42,141,1,0,0,0,product_detail
S01880,U0424,new,mobile,North,3,2026-03-06 09:24:24,2026-03-06 09:25:03,39,0,0,0,0,entry
S01881,U0014,returning,desktop,South,6,2026-03-14 01:34:42,2026-03-14 01:36:32,110,1,0,0,0,product_detail
S01882,U0164,new,desktop,North,7,2026-03-17 12:07:03,2026-03-17 12:09:12,128,1,1,0,0,product_detail
S01883,U0615,new,mobile,North,6,2026-03-08 18:29:40,2026-03-08 18:31:51,131,1,0,0,0,product_detail
S01884,U0765,new,mobile,East,3,2026-03-16 07:37:44,2026-03-16 07:38:36,51,0,0,0,0,entry
S01885,U0036,returning,mobile,North,3,2026-03-18 02:11:29,2026-03-18 02:12:04,34,0,0,0,0,entry
S01886,U0483,returning,mobile,South,8,2026-03-04 16:57:19,2026-03-04 16:59:43,143,1,0,1,1,application
S01887,U0675,returning,mobile,South,8,2026-03-01 12:33:46,2026-03-01 12:37:19,213,1,1,0,1,application
S01888,U0795,returning,desktop,West,3,2026-03-02 17:50:24,2026-03-02 17:51:23,59,0,0,0,0,entry
S01889,U0298,new,desktop,East,3,2026-03-17 21:40:06,2026-03-17 21:41:01,55,0,0,0,0,entry
S01890,U0709,new,mobile,North,5,2026-03-03 08:41:33,2026-03-03 08:42:57,83,0,0,0,0,product_detail
S01891,U0159,new,mobile,East,6,2026-03-12 02:31:55,2026-03-12 02:34:18,142,0,0,1,0,pricing
S01892,U0434,new,mobile,East,3,2026-03-08 01:34:02,2026-03-08 01:34:32,29,0,0,0,0,entry
S01893,U0488,new,mobile,East,3,2026-03-20 12:34:21,2026-03-20 12:35:22,60,0,0,0,0,entry
S01894,U0578,new,mobile,North,7,2026-03-09 19:00:42,2026-03-09 19:02:58,135,1,0,1,0,pricing
S01895,U0044,new,mobile,South,3,2026-03-03 07:57:06,2026-03-03 07:58:06,59,0,0,0,0,entry
S01896,U0686,new,mobile,East,4,2026-03-02 06:34:02,2026-03-02 06:35:34,92,0,0,0,0,browse
S01897,U0759,returning,mobile,East,3,2026-03-15 09:40:34,2026-03-15 09:41:18,44,0,0,0,0,entry
S01898,U0179,new,mobile,North,6,2026-03-18 12:54:58,2026-03-18 12:56:22,83,1,0,0,0,product_detail
S01899,U0170,new,mobile,West,5,2026-03-12 20:38:42,2026-03-12 20:40:47,125,0,0,0,0,product_detail
S01900,U0743,returning,mobile,North,4,2026-03-19 19:57:54,2026-03-19 19:59:21,86,0,0,0,0,browse
S01901,U0625,new,desktop,West,5,2026-03-07 16:19:29,2026-03-07 16:21:57,148,0,0,0,0,product_detail
S01902,U0789,returning,mobile,North,6,2026-03-03 21:54:19,2026-03-03 21:56:10,111,0,0,1,0,pricing
S01903,U0673,new,mobile,South,7,2026-03-06 11:02:02,2026-03-06 11:05:03,181,0,0,1,1,application
S01904,U0456,new,mobile,South,3,2026-03-20 06:44:19,2026-03-20 06:45:15,56,0,0,0,0,entry
S01905,U0395,new,mobile,South,3,2026-03-12 18:03:43,2026-03-12 18:04:59,75,0,0,0,0,entry
S01906,U0458,returning,mobile,West,3,2026-03-14 20:52:41,2026-03-14 20:53:03,22,0,0,0,0,entry
S01907,U0144,new,mobile,West,7,2026-03-02 12:59:25,2026-03-02 13:02:00,155,1,0,1,0,pricing
S01908,U0489,new,desktop,West,3,2026-03-20 00:24:25,2026-03-20 00:25:37,71,0,0,0,0,entry
S01909,U0738,new,desktop,West,6,2026-03-13 14:16:54,2026-03-13 14:19:26,152,1,0,0,0,product_detail
S01910,U0198,new,desktop,East,8,2026-03-05 09:14:40,2026-03-05 09:17:27,166,1,1,0,1,application
S01911,U0797,new,mobile,North,3,2026-03-04 03:02:26,2026-03-04 03:03:23,56,0,0,0,0,entry
S01912,U0428,new,mobile,East,7,2026-03-04 21:54:42,2026-03-04 21:56:16,94,1,1,0,0,product_detail
S01913,U0470,new,mobile,East,3,2026-03-08 05:56:03,2026-03-08 05:57:08,65,0,0,0,0,entry
S01914,U0716,returning,mobile,West,7,2026-03-11 06:26:42,2026-03-11 06:28:33,111,0,1,1,0,pricing
S01915,U0277,returning,mobile,North,7,2026-03-11 19:11:05,2026-03-11 19:13:59,173,1,0,0,1,application
S01916,U0414,new,mobile,East,3,2026-03-14 01:31:47,2026-03-14 01:32:40,53,0,0,0,0,entry
S01917,U0024,returning,mobile,South,7,2026-03-17 02:00:08,2026-03-17 02:01:31,82,1,0,1,0,pricing
S01918,U0768,new,mobile,South,3,2026-03-04 06:10:54,2026-03-04 06:12:15,81,0,0,0,0,entry
S01919,U0328,new,desktop,East,6,2026-03-15 08:44:19,2026-03-15 08:46:32,133,0,0,1,0,pricing
S01920,U0323,new,mobile,North,6,2026-03-14 08:18:36,2026-03-14 08:20:43,126,0,1,0,0,product_detail
S01921,U0041,new,mobile,South,4,2026-03-12 01:40:43,2026-03-12 01:41:43,59,0,0,0,0,browse
S01922,U0551,returning,mobile,North,8,2026-03-14 00:11:12,2026-03-14 00:14:27,194,0,1,1,1,application
S01923,U0216,returning,mobile,North,4,2026-03-14 16:20:43,2026-03-14 16:22:46,122,0,0,0,0,browse
S01924,U0796,new,mobile,North,5,2026-03-11 04:29:06,2026-03-11 04:30:42,96,0,0,0,0,product_detail
S01925,U0436,returning,desktop,South,4,2026-03-15 15:37:36,2026-03-15 15:38:24,48,0,0,0,0,browse
S01926,U0150,returning,mobile,East,6,2026-03-13 21:36:13,2026-03-13 21:38:06,112,0,1,0,0,product_detail
S01927,U0756,new,mobile,South,6,2026-03-03 03:49:52,2026-03-03 03:51:36,103,1,0,0,0,product_detail
S01928,U0324,new,desktop,West,3,2026-03-01 05:44:44,2026-03-01 05:45:22,37,0,0,0,0,entry
S01929,U0505,new,desktop,East,7,2026-03-10 04:34:09,2026-03-10 04:36:26,136,1,1,0,0,product_detail
S01930,U0628,returning,desktop,East,4,2026-03-03 07:39:23,2026-03-03 07:41:06,103,0,0,0,0,browse
S01931,U0398,new,desktop,South,5,2026-03-14 09:17:47,2026-03-14 09:19:07,80,0,0,0,0,product_detail
S01932,U0749,new,mobile,East,7,2026-03-08 17:14:46,2026-03-08 17:17:54,187,1,1,0,0,product_detail
S01933,U0177,new,desktop,North,7,2026-03-12 13:47:31,2026-03-12 13:49:37,126,1,1,0,0,product_detail
S01934,U0278,returning,mobile,West,5,2026-03-04 11:06:40,2026-03-04 11:08:16,96,0,0,0,0,product_detail
S01935,U0639,returning,desktop,East,8,2026-03-09 23:37:42,2026-03-09 23:40:59,196,0,1,1,1,application
S01936,U0786,new,desktop,South,3,2026-03-13 04:34:11,2026-03-13 04:34:54,43,0,0,0,0,entry
S01937,U0551,returning,mobile,North,3,2026-03-13 15:16:06,2026-03-13 15:16:47,41,0,0,0,0,entry
S01938,U0780,returning,mobile,East,4,2026-03-03 02:38:51,2026-03-03 02:40:08,76,0,0,0,0,browse
S01939,U0265,returning,mobile,North,3,2026-03-16 09:43:33,2026-03-16 09:43:50,17,0,0,0,0,entry
S01940,U0130,new,desktop,West,3,2026-03-03 06:32:43,2026-03-03 06:33:37,53,0,0,0,0,entry
S01941,U0190,returning,mobile,West,4,2026-03-03 01:16:27,2026-03-03 01:18:03,96,0,0,0,0,browse
S01942,U0271,returning,mobile,North,4,2026-03-11 06:59:18,2026-03-11 07:00:40,81,0,0,0,0,browse
S01943,U0103,returning,mobile,North,4,2026-03-13 12:00:57,2026-03-13 12:02:15,77,0,0,0,0,browse
S01944,U0365,returning,mobile,East,5,2026-03-15 23:00:46,2026-03-15 23:02:15,89,0,0,0,0,product_detail
S01945,U0737,returning,mobile,North,5,2026-03-06 22:16:19,2026-03-06 22:18:26,126,0,0,0,0,product_detail
S01946,U0712,new,mobile,West,3,2026-03-05 02:10:37,2026-03-05 02:11:32,54,0,0,0,0,entry
S01947,U0281,returning,desktop,West,6,2026-03-02 19:45:43,2026-03-02 19:47:31,108,0,1,0,0,product_detail
S01948,U0367,returning,mobile,West,7,2026-03-13 00:39:15,2026-03-13 00:41:19,124,1,0,1,0,pricing
S01949,U0453,new,mobile,South,4,2026-03-19 14:28:06,2026-03-19 14:29:02,56,0,0,0,0,browse
S01950,U0045,returning,mobile,West,4,2026-03-08 03:00:08,2026-03-08 03:00:49,41,0,0,0,0,browse
S01951,U0542,new,desktop,South,6,2026-03-14 19:22:28,2026-03-14 19:24:58,149,1,0,0,0,product_detail
S01952,U0112,returning,desktop,West,9,2026-03-12 05:45:00,2026-03-12 05:48:36,215,1,1,1,1,application
S01953,U0621,new,desktop,West,8,2026-03-09 14:09:26,2026-03-09 14:11:20,113,1,1,1,0,pricing
S01954,U0792,new,mobile,West,4,2026-03-11 10:57:41,2026-03-11 10:58:41,59,0,0,0,0,browse
S01955,U0766,new,mobile,South,6,2026-03-13 11:36:44,2026-03-13 11:38:17,92,0,0,1,0,pricing
S01956,U0058,returning,mobile,West,6,2026-03-19 16:14:08,2026-03-19 16:16:16,127,1,0,0,0,product_detail
S01957,U0732,new,desktop,West,7,2026-03-09 20:20:02,2026-03-09 20:22:29,147,1,1,0,0,product_detail
S01958,U0324,new,desktop,West,7,2026-03-04 22:16:31,2026-03-04 22:18:26,114,0,1,1,0,pricing
S01959,U0541,returning,mobile,North,6,2026-03-05 14:25:50,2026-03-05 14:27:29,98,1,0,0,0,product_detail
S01960,U0712,new,mobile,West,3,2026-03-01 18:24:43,2026-03-01 18:25:13,29,0,0,0,0,entry
S01961,U0635,returning,mobile,South,7,2026-03-17 03:31:55,2026-03-17 03:34:46,170,1,0,1,0,pricing
S01962,U0559,returning,desktop,South,7,2026-03-08 21:15:38,2026-03-08 21:17:44,126,1,1,0,0,product_detail
S01963,U0459,new,desktop,West,3,2026-03-04 01:28:20,2026-03-04 01:28:59,38,0,0,0,0,entry
S01964,U0268,new,mobile,East,3,2026-03-01 07:57:03,2026-03-01 07:57:29,25,0,0,0,0,entry
S01965,U0372,new,mobile,North,3,2026-03-11 10:17:52,2026-03-11 10:18:38,45,0,0,0,0,entry
S01966,U0630,new,mobile,South,4,2026-03-12 15:43:57,2026-03-12 15:45:16,78,0,0,0,0,browse
S01967,U0634,new,mobile,South,4,2026-03-19 11:15:22,2026-03-19 11:16:55,93,0,0,0,0,browse
S01968,U0259,new,mobile,East,7,2026-03-18 16:49:05,2026-03-18 16:51:07,122,1,0,1,0,pricing
S01969,U0657,new,desktop,East,6,2026-03-17 04:09:56,2026-03-17 04:12:03,126,0,1,0,0,product_detail
S01970,U0726,new,desktop,East,7,2026-03-05 09:32:59,2026-03-05 09:35:55,176,1,1,0,0,product_detail
S01971,U0685,returning,mobile,West,6,2026-03-04 05:04:04,2026-03-04 05:05:29,84,0,0,1,0,pricing
S01972,U0627,new,mobile,West,6,2026-03-01 10:17:18,2026-03-01 10:19:01,103,0,1,0,0,product_detail
S01973,U0581,returning,desktop,South,6,2026-03-13 17:49:04,2026-03-13 17:51:12,127,0,1,0,0,product_detail
S01974,U0725,new,mobile,North,7,2026-03-12 15:09:05,2026-03-12 15:11:34,149,1,1,0,0,product_detail
S01975,U0395,new,mobile,South,4,2026-03-07 12:50:49,2026-03-07 12:52:03,74,0,0,0,0,browse
S01976,U0230,new,desktop,South,4,2026-03-06 23:52:10,2026-03-06 23:52:56,45,0,0,0,0,browse
S01977,U0780,returning,mobile,East,4,2026-03-01 00:18:43,2026-03-01 00:19:31,48,0,0,0,0,browse
S01978,U0443,new,mobile,North,4,2026-03-12 10:59:37,2026-03-12 11:00:50,72,0,0,0,0,browse
S01979,U0798,returning,desktop,North,7,2026-03-05 11:40:37,2026-03-05 11:42:58,140,1,0,1,0,pricing
S01980,U0221,new,mobile,East,4,2026-03-17 05:41:24,2026-03-17 05:42:19,54,0,0,0,0,browse
S01981,U0759,returning,mobile,East,6,2026-03-09 18:02:47,2026-03-09 18:05:41,173,0,1,0,0,product_detail
S01982,U0597,new,mobile,North,3,2026-03-16 18:47:49,2026-03-16 18:48:27,37,0,0,0,0,entry
S01983,U0371,returning,mobile,South,5,2026-03-10 07:43:29,2026-03-10 07:44:44,74,0,0,0,0,product_detail
S01984,U0788,returning,mobile,South,7,2026-03-03 22:06:41,2026-03-03 22:09:17,155,1,1,0,0,product_detail
S01985,U0139,new,mobile,West,3,2026-03-02 19:37:13,2026-03-02 19:38:34,81,0,0,0,0,entry
S01986,U0795,returning,desktop,West,4,2026-03-08 07:37:21,2026-03-08 07:38:49,88,0,0,0,0,browse
S01987,U0504,returning,mobile,South,3,2026-03-02 01:31:18,2026-03-02 01:31:46,27,0,0,0,0,entry
S01988,U0212,new,mobile,East,3,2026-03-14 08:41:13,2026-03-14 08:42:12,59,0,0,0,0,entry
S01989,U0410,new,mobile,West,4,2026-03-09 21:13:02,2026-03-09 21:14:29,87,0,0,0,0,browse
S01990,U0075,returning,mobile,South,3,2026-03-02 15:26:35,2026-03-02 15:27:39,64,0,0,0,0,entry
S01991,U0800,returning,desktop,East,6,2026-03-13 05:31:30,2026-03-13 05:33:04,94,1,0,0,0,product_detail
S01992,U0617,returning,mobile,North,4,2026-03-02 02:28:25,2026-03-02 02:29:28,62,0,0,0,0,browse
S01993,U0702,new,desktop,South,3,2026-03-13 00:22:24,2026-03-13 00:23:38,74,0,0,0,0,entry
S01994,U0646,new,desktop,North,6,2026-03-05 00:25:16,2026-03-05 00:27:59,163,1,0,0,0,product_detail
S01995,U0548,returning,mobile,East,4,2026-03-15 17:43:49,2026-03-15 17:44:42,52,0,0,0,0,browse
S01996,U0141,returning,mobile,East,7,2026-03-04 21:12:30,2026-03-04 21:15:21,170,1,0,1,0,pricing
S01997,U0596,returning,desktop,West,7,2026-03-18 04:17:47,2026-03-18 04:20:08,140,1,0,1,0,pricing
S01998,U0064,returning,mobile,East,7,2026-03-03 21:22:57,2026-03-03 21:24:54,116,1,1,0,0,product_detail
S01999,U0026,new,mobile,North,3,2026-03-16 12:36:10,2026-03-16 12:36:44,33,0,0,0,0,entry
S02000,U0051,returning,mobile,East,5,2026-03-07 13:32:22,2026-03-07 13:33:50,88,0,0,0,0,product_detail
S02001,U0693,new,mobile,East,5,2026-03-03 19:40:57,2026-03-03 19:42:56,118,0,0,0,0,product_detail
S02002,U0553,new,desktop,South,6,2026-03-09 23:01:20,2026-03-09 23:03:04,103,1,0,0,0,product_detail
S02003,U0389,returning,desktop,East,3,2026-03-15 20:12:50,2026-03-15 20:13:36,46,0,0,0,0,entry
S02004,U0735,returning,mobile,West,6,2026-03-16 04:38:43,2026-03-16 04:40:07,83,0,0,0,1,application
S02005,U0241,new,mobile,East,7,2026-03-01 09:06:36,2026-03-01 09:09:38,182,1,0,1,0,pricing
S02006,U0640,new,mobile,East,5,2026-03-16 09:30:35,2026-03-16 09:32:45,130,0,0,0,0,product_detail
S02007,U0194,new,mobile,West,4,2026-03-08 20:53:48,2026-03-08 20:55:07,78,0,0,0,0,browse
S02008,U0454,new,mobile,East,9,2026-03-20 14:32:18,2026-03-20 14:35:35,196,1,1,1,1,application
S02009,U0796,new,mobile,North,4,2026-03-13 00:55:05,2026-03-13 00:56:08,62,0,0,0,0,browse
S02010,U0749,new,mobile,East,3,2026-03-05 14:01:07,2026-03-05 14:02:22,74,0,0,0,0,entry
S02011,U0372,new,mobile,North,8,2026-03-16 17:14:00,2026-03-16 17:16:30,149,1,1,0,1,application
S02012,U0565,new,mobile,North,5,2026-03-02 16:27:35,2026-03-02 16:28:46,71,0,0,0,0,product_detail
S02013,U0663,new,mobile,East,5,2026-03-16 15:48:32,2026-03-16 15:50:00,87,0,0,0,0,product_detail
S02014,U0494,new,mobile,East,5,2026-03-15 15:26:38,2026-03-15 15:27:49,71,0,0,0,0,product_detail
S02015,U0717,new,mobile,North,3,2026-03-01 07:53:40,2026-03-01 07:54:31,51,0,0,0,0,entry
S02016,U0672,new,mobile,East,4,2026-03-07 00:40:12,2026-03-07 00:40:55,43,0,0,0,0,browse
S02017,U0607,new,desktop,East,3,2026-03-15 13:18:50,2026-03-15 13:18:58,7,0,0,0,0,entry
S02018,U0594,returning,mobile,South,3,2026-03-14 03:57:12,2026-03-14 03:57:46,33,0,0,0,0,entry
S02019,U0760,new,desktop,East,7,2026-03-04 09:06:26,2026-03-04 09:09:14,168,1,0,0,1,application
S02020,U0283,new,mobile,South,4,2026-03-04 18:00:37,2026-03-04 18:01:41,64,0,0,0,0,browse
S02021,U0116,new,mobile,South,3,2026-03-16 05:32:13,2026-03-16 05:33:02,49,0,0,0,0,entry
S02022,U0378,new,desktop,West,6,2026-03-02 01:56:17,2026-03-02 01:58:13,115,1,0,0,0,product_detail
S02023,U0079,new,desktop,West,4,2026-03-04 10:37:29,2026-03-04 10:37:56,26,0,0,0,0,browse
S02024,U0293,new,mobile,South,9,2026-03-11 08:49:27,2026-03-11 08:52:38,190,1,1,1,1,application
S02025,U0794,new,mobile,East,3,2026-03-05 02:46:31,2026-03-05 02:47:00,29,0,0,0,0,entry
S02026,U0612,new,mobile,East,3,2026-03-07 20:10:07,2026-03-07 20:10:41,34,0,0,0,0,entry
S02027,U0630,new,mobile,South,3,2026-03-09 02:24:31,2026-03-09 02:25:09,37,0,0,0,0,entry
S02028,U0181,returning,mobile,East,7,2026-03-02 01:15:04,2026-03-02 01:17:47,163,1,0,1,0,pricing
S02029,U0421,new,desktop,South,7,2026-03-05 09:39:10,2026-03-05 09:41:48,157,0,1,1,0,pricing
S02030,U0460,new,mobile,West,3,2026-03-07 13:55:23,2026-03-07 13:56:25,62,0,0,0,0,entry
S02031,U0404,new,mobile,North,4,2026-03-20 16:16:41,2026-03-20 16:17:06,25,0,0,0,0,browse
S02032,U0593,new,desktop,South,7,2026-03-04 13:23:39,2026-03-04 13:25:58,138,1,1,0,0,product_detail
S02033,U0389,returning,desktop,East,6,2026-03-15 00:37:04,2026-03-15 00:38:42,97,1,0,0,0,product_detail
S02034,U0398,new,desktop,South,3,2026-03-05 09:56:53,2026-03-05 09:57:47,53,0,0,0,0,entry
S02035,U0078,returning,mobile,North,6,2026-03-12 23:53:46,2026-03-12 23:56:47,180,1,0,0,0,product_detail
S02036,U0452,new,desktop,South,3,2026-03-04 08:31:11,2026-03-04 08:32:15,64,0,0,0,0,entry
S02037,U0614,new,mobile,South,6,2026-03-11 03:53:12,2026-03-11 03:56:17,185,0,1,0,0,product_detail
S02038,U0696,new,desktop,West,3,2026-03-14 00:21:59,2026-03-14 00:22:45,45,0,0,0,0,entry
S02039,U0399,new,mobile,South,6,2026-03-15 02:26:09,2026-03-15 02:28:23,133,1,0,0,0,product_detail
S02040,U0612,new,mobile,East,7,2026-03-09 18:42:39,2026-03-09 18:44:45,126,1,1,0,0,product_detail
S02041,U0296,returning,mobile,South,4,2026-03-03 16:10:14,2026-03-03 16:11:14,59,0,0,0,0,browse
S02042,U0636,returning,desktop,West,6,2026-03-08 03:40:25,2026-03-08 03:42:39,133,0,0,1,0,pricing
S02043,U0720,new,mobile,South,7,2026-03-06 10:49:53,2026-03-06 10:51:09,75,0,0,1,1,application
S02044,U0692,new,desktop,North,7,2026-03-10 00:31:18,2026-03-10 00:33:40,141,0,1,1,0,pricing
S02045,U0258,new,desktop,East,4,2026-03-01 17:35:04,2026-03-01 17:35:57,52,0,0,0,0,browse
S02046,U0400,new,mobile,East,5,2026-03-06 22:44:58,2026-03-06 22:46:20,81,0,0,0,0,product_detail
S02047,U0482,returning,mobile,South,9,2026-03-19 13:53:17,2026-03-19 13:56:47,210,1,1,1,1,application
S02048,U0314,new,mobile,South,7,2026-03-19 23:11:48,2026-03-19 23:13:30,102,0,1,1,0,pricing
S02049,U0052,new,mobile,East,7,2026-03-01 18:42:38,2026-03-01 18:44:58,140,0,1,1,0,pricing
S02050,U0422,new,desktop,West,4,2026-03-17 12:04:21,2026-03-17 12:05:53,92,0,0,0,0,browse
S02051,U0682,new,mobile,East,7,2026-03-13 04:21:42,2026-03-13 04:23:38,116,0,1,0,1,application
S02052,U0711,new,desktop,West,8,2026-03-10 03:56:41,2026-03-10 03:59:16,154,1,1,1,0,pricing
S02053,U0687,returning,desktop,South,7,2026-03-20 23:08:37,2026-03-20 23:11:37,180,0,0,1,1,application
S02054,U0568,new,mobile,East,3,2026-03-16 13:55:42,2026-03-16 13:56:39,57,0,0,0,0,entry
S02055,U0530,new,mobile,East,8,2026-03-02 07:50:54,2026-03-02 07:53:34,160,1,1,1,0,pricing
S02056,U0732,new,desktop,West,6,2026-03-09 19:17:20,2026-03-09 19:19:13,112,0,1,0,0,product_detail
S02057,U0498,new,desktop,South,7,2026-03-14 03:29:10,2026-03-14 03:30:54,103,1,0,1,0,pricing
S02058,U0064,returning,mobile,East,8,2026-03-14 09:23:00,2026-03-14 09:25:35,155,1,1,1,0,pricing
S02059,U0373,new,mobile,East,3,2026-03-02 02:08:28,2026-03-02 02:09:42,74,0,0,0,0,entry
S02060,U0454,new,mobile,East,3,2026-03-02 03:59:25,2026-03-02 03:59:58,32,0,0,0,0,entry
