feedback_id,user_id,session_id,feedback_date,journey_stage,rating,feedback_text,source
F00963,U0543,S00599,2026-03-16,entry,2,The page response time felt slow on mobile,post_session_survey
F00964,U0486,S00940,2026-03-15,browse,4,Some parts were useful but others were average,in_app
F00965,U0687,S00702,2026-03-09,browse,4,Some parts were useful but others were average,in_app
F00966,U0511,S00859,2026-03-10,pricing,4,Some parts were useful but others were average,post_session_survey
F00967,U0045,S01720,2026-03-02,product_detail,4,The layout was easy to use,post_session_survey
F00968,U0025,S00723,2026-03-14,product_detail,1,The 3D view looked interesting but performance was poor,in_app
F00969,U0526,S01360,2026-03-14,entry,5,I liked how detailed the content was once I found it,in_app
F00970,U0399,S01146,2026-03-11,entry,2,The journey felt unclear and I was not sure where to go next,in_app
F00971,U0184,S01589,2026-03-17,pricing,1,The page response time felt slow on mobile,in_app
F00972,U0430,S02252,2026-03-12,entry,4,The showroom experience felt interactive and fun,in_app
F00973,U0205,S01752,2026-03-20,product_detail,4,I looked through a few sections and then left,post_session_survey
F00974,U0278,S00527,2026-03-14,browse,5,The showroom experience felt interactive and fun,post_session_survey
F00975,U0407,S00071,2026-03-05,product_detail,5,The showroom experience felt interactive and fun,in_app
F00976,U0424,S00637,2026-03-12,browse,3,The app worked fine but did not stand out,post_session_survey
F00977,U0440,S01426,2026-03-15,browse,3,Some parts were useful but others were average,post_session_survey
F00978,U0514,S00123,2026-03-19,browse,3,The app worked fine but did not stand out,in_app
F00979,U0245,S01195,2026-03-04,entry,3,I looked through a few sections and then left,in_app
F00980,U0591,S01430,2026-03-17,entry,2,Loading felt too slow and made the experience frustrating,in_app
F00981,U0701,S00809,2026-03-13,browse,3,The pricing page was not easy to discover,post_session_survey
F00982,U0736,S01846,2026-03-11,product_detail,1,The menu layout was not intuitive for a first-time user,post_session_survey
F00983,U0591,S00262,2026-03-03,entry,1,The app was slow and laggy on my phone,in_app
F00984,U0268,S00183,2026-03-11,product_detail,2,The page response time felt slow on mobile,in_app
F00985,U0612,S01743,2026-03-11,entry,2,The menu layout was not intuitive for a first-time user,post_session_survey
F00986,U0756,S01193,2026-03-03,browse,2,I kept clicking around and still could not find the pricing page,post_session_survey
F00987,U0298,S01649,2026-03-08,product_detail,3,Pricing details were buried and took too many clicks to reach,in_app
F00988,U0518,S01050,2026-03-11,entry,2,The app was slow and laggy on my phone,in_app
F00989,U0215,S00601,2026-03-04,entry,5,The showroom experience felt interactive and fun,in_app
F00990,U0630,S01966,2026-03-12,browse,2,The page response time felt slow on mobile,in_app
F00991,U0277,S01915,2026-03-11,application,4,The showroom experience felt interactive and fun,in_app
F00992,U0442,S01664,2026-03-02,browse,3,The app worked fine but did not stand out,in_app
F00993,U0364,S00660,2026-03-20,browse,3,The app worked fine but did not stand out,in_app
F00994,U0181,S01416,2026-03-18,browse,2,Loading felt too slow and made the experience frustrating,in_app
F00995,U0540,S00873,2026-03-16,entry,1,The app was slow and laggy on my phone,post_session_survey
F00996,U0324,S00226,2026-03-09,entry,1,I had trouble locating cost information quickly,post_session_survey
F00997,U0419,S02203,2026-03-18,product_detail,4,I could find the information I needed quickly,post_session_survey
F00998,U0601,S00335,2026-03-05,entry,1,Loading felt too slow and made the experience frustrating,post_session_survey
F00999,U0679,S02281,2026-03-20,browse,3,I found some information but did not continue further,in_app
F01000,U0080,S01077,2026-03-10,entry,1,The journey felt unclear and I was not sure where to go next,post_session_survey
